13,ABOLISH
16,ABORTIVE
31,ABRUPT
58,ACCEDE
73,ACCOMMODATE
74,ACCOMMODATION
84,ACCORD#5
85,ACCORDANCE
131,ACT#3
137,ACTOR
169,ADJOURNMENT
170,ADJUDICATION
176,ADMINISTER
177,ADMINISTRATION#1
178,ADMINISTRATION#2
179,ADMINISTRATIVE
180,ADMINISTRATOR
187,ADMISSIBLE
190,ADMIT#2
196,ADOPT#1
197,ADOPT#2
198,ADOPTION
222,ADVERSARY
232,ADVOCATE#1
244,AFFILIATE
262,AFRICA
263,AFRICAN
277,AGENCY
278,AGENT
279,AGGRAVATE
280,AGGRAVATION
283,AGGRESSION
284,AGGRESSIVE
285,AGGRESSIVENESS
286,AGGRESSOR
291,AGITATE
292,AGITATION
298,AGREE#1
299,AGREE#2
300,AGREEABLE
301,AGREEMENT
305,AID#1
308,AIDE
316,AIR#2
344,ALIGN#1
345,ALIGN#2
365,ALLEDGE
366,ALLEGATION
370,ALLIANCE
371,ALLIED
374,ALLOT
375,ALLOTMENT
376,ALLOW#1
382,ALLY#1
383,ALLY#2
390,ALONG#2
391,ALONG#3
419,AMBASSADOR
422,AMBITION
423,AMBITIOUS
426,AMBUSH#1
427,AMBUSH#2
432,AMEND#1
433,AMEND#2
434,AMENDMENT
444,AMMUNITION
466,ANARCHY
514,ANTARCTICA
560,APPEASE
561,APPEASEMENT
574,APPOINT#1
575,APPOINT#2
576,APPOINTMENT
599,ARAB
603,ARBITRATE
604,ARBITRATION
605,ARBITRATOR
620,ARGUE#1
622,ARGUMENT#1
633,ARM#2
634,ARM#3
635,ARMAMENT
636,ARMED#1
637,ARMED#2
638,ARMISTICE
639,ARMY
643,ARRANGE#1
645,ARRANGEMENT
646,ARREST#1
647,ARREST#2
654,ARSENAL
660,ARTICLE
681,ASCEND
682,ASCENDANCY
683,ASCENDANT
690,ASIA
704,ASSASSINATION
705,ASSAULT#1
706,ASSAULT#2
707,ASSEMBLE
708,ASSEMBLY
709,ASSENT
710,ASSERT
712,ASSERTIVE
717,ASSIGN#1
718,ASSIGN#2
719,ASSIGNMENT
721,ASSIST#1
722,ASSIST#2
723,ASSISTANCE
725,ASSOCIATE#1
728,ASSOCIATION#1
750,ATLANTIC
763,ATTACK#1
764,ATTACK#2
766,ATTACKER
782,ATTORNEY
811,AUTHORITATIVE
812,AUTHORITY
813,AUTHORIZE#1
814,AUTHORIZE#2
822,AUTONOMY
830,AVENGE
870,BACK#2
871,BACK#3
873,BACK#5
878,BACKER
895,BALANCE#1
896,BALANCE#2
906,BALLISTIC
908,BALLOT
910,BAN#1
911,BAN#2
914,BAND#2
918,BANISH#1
919,BANISH#2
936,BAR#4
937,BAR#5
950,BARRIER
967,BATTLE#1
968,BATTLE#2
969,BATTLEFIELD
970,BATTLESHIP
997,BEAT#2
998,BEAT#3
999,BEAT#4
1052,BELLIGERENT
1079,BERLIN
1107,BID#1
1108,BID#2
1112,BILL#1
1136,BLACK#2
1147,BLAST#1
1148,BLAST#2
1169,BLOC
1171,BLOCK#2
1172,BLOCKADE
1180,BLOW#1
1182,BLOW#3
1188,BLUE#4
1193,BOARD#1
1211,BODY#4
1222,BOMB#1
1223,BOMB#2
1227,BONDAGE
1251,BOSS
1275,BOURGEOIS
1276,BOURGEOISIE
1277,BOUT
1278,BOW#1
1279,BOW#2
1280,BOW#3
1285,BOX#2
1286,BOX#3
1290,BOYCOTT#1
1291,BOYCOTT#2
1303,BRANDISH
1320,BREAK#5
1321,BREAKDOWN
1345,BRING#5
1394,BUILD#4
1401,BULLET
1412,BUREAU
1413,BUREAUCRACY
1414,BUREAUCRATIC
1447,CABINET
1450,CAGE
1476,CAMP#1
1480,CAMPAIGN#1
1481,CAMPAIGN#2
1482,CAMPAIGNER
1491,CANDIDATE
1497,CANNON
1509,CAPITAL#2
1512,CAPITALISM
1514,CAPITOL
1518,CAPTAIN
1521,CAPTURE#1
1522,CAPTURE#2
1558,CASTLE
1565,CATCH#1
1574,CAUGHT#1
1577,CAUSE#1
1584,CAVALRY
1586,CAVE#2
1596,CEMENT#2
1621,CESSATION
1628,CHAIRMAN
1629,CHAIRMEN
1630,CHALLENGE#1
1631,CHALLENGE#2
1633,CHAMBER
1642,CHANCELLOR
1650,CHAOS
1651,CHAOTIC
1660,CHARGE#1
1676,CHARTER#1
1677,CHARTER#2
1692,CHECK#2
1739,CHRISTENDOM
1758,CITIZEN
1759,CITIZENSHIP
1761,CIVIC
1762,CIVIL#1
1763,CIVIL#2
1764,CIVIL#3
1765,CIVIL#4
1766,CIVIL#5
1767,CIVILIAN
1774,CLAIM#1
1775,CLAIM#2
1843,CLUB#1
1844,CLUB#2
1845,CLUB#3
1854,CO-OPERATION
1855,CO-ORDINATE
1856,CO-ORDINATION
1862,COALITION
1881,COEXISTENCE
1889,COHESIVE
1890,COHESIVENESS
1898,COLD#3
1903,COLLABORATION
1909,COLLEAGUE
1914,COLLECTIVE
1915,COLLECTIVISM
1916,COLLECTIVITY
1922,COLONIAL
1923,COLONY
1925,COLOR#2
1933,COMBAT#1
1934,COMBAT#2
1960,COMMAND#1
1961,COMMAND#2
1962,COMMANDER
1976,COMMISSION
