91,ACCOUNT#5
114,ACQUAINT
155,ADDRESS#1
318,AIR#4
464,ANALYZE
491,ANNOUNCE#1
492,ANNOUNCE#2
493,ANNOUNCEMENT
505,ANSWER#1
578,APPRAISE
661,ARTICULATE#1
662,ARTICULATE#2
685,ASCERTAIN
687,ASCRIBE
779,ATTEST
1318,BREAK#3
1342,BRING#2
1343,BRING#3
1344,BRING#4
1346,BRING#6
1360,BROKE#4
1402,BULLETIN
1455,CALCULATE#2
1548,CASE#2
1772,CIVILIZE#1
1773,CIVILIZE#2
1780,CLARIFY
1787,CLASSIFY#1
1788,CLASSIFY#2
1847,CLUE
1972,COMMENT#2
2000,COMMUNICATE#1
2036,COMPILE
2066,COMPREHENSION
2077,COMPUTE
2083,CONCEIVE
2242,CONTACT#2
2305,CONVERSE
2313,CONVINCE#1
2316,CONVINCED#2
2717,DEFINE
2738,DELIBERATION
2796,DEPICT
2873,DETECT#1
2874,DETECT#2
2875,DETECTION
2910,DIAGNOSIS
2912,DIALOGUE
2934,DIG#2
2954,DIRECT#1
2958,DIRECTION#2
2997,DISCLOSE#1
2998,DISCLOSE#2
2999,DISCLOSURE
3059,DISPLAY#1
3060,DISPLAY#2
3079,DISSEMINATION
3093,DISTINGIUSH#2
3095,DISTINGUISH#2
3373,EDUCATE
3544,ENLIGHTEN#1
3545,ENLIGHTEN#2
3661,EVALUATE
3662,EVALUATION
3687,EVIDENCE#2
3780,EXPERIENCE#2
3792,EXPLAIN
3808,EXPRESS
3809,EXPRESSION#1
3810,EXPRESSION#2
3811,EXPRESSIVE
3840,EYE#2
3842,EYE#4
3843,EYE#5
3954,FATHOM#2
4939,HEAR#1
4940,HEAR#2
5053,HIT#3
5152,HUNCH
5207,IDENTIFY
5239,ILLUSTRATE
5240,ILLUSTRATION
5410,INDICATE
5486,INFORM#1
5549,INSPECT
5573,INSTRUCT
5574,INSTRUCTION
5628,INTERPRET
5637,INTERVIEW#1
5638,INTERVIEW#2
5673,INVESTIGATE
5674,INVESTIGATION
6531,MENTION#1
6717,MONITOR
6933,NEW#2
7231,ORIENT#2
7552,PERCEIVE
7803,PONDER
8125,PROVE#1
8300,RATE#2
8328,READ#1
8330,READ#3
8358,REASON#3
8406,RECORD#3
8494,RELATE#1
8495,RELATE#2
8497,RELATED#2
8538,REMIND
8581,REPORT#3
8705,REVEAL#1
8954,SAID#1
9017,SAY#1
9055,SCHOOL#2
9142,SEE
9186,SENSE#6
9362,SHOUT#1
9366,SHOW#1
9635,SOLVE
9705,SPEAK#1
9774,SPOT#2
9865,STATE#3
10046,STUDY#1
10153,SUMMARIZE
10337,TALK#1
10361,TAUGHT
10374,TEACH#1
10397,TELL#1
10398,TELL#2
10450,TESTIFY
10451,TESTIMONY
10509,THINK#2
10657,TOLD#1
10737,TRAIN#2
10952,UNDERSTAND#1
10955,UNDERSTOOD
11235,VERIFY
11273,VIEW#3
11279,VIGILANCE
11319,VOICE#2
11384,WARN#1
11385,WARN#2
11403,WATCH#1
11638,WITNESS#2
11671,WORK#3
11722,WRITE#2
11725,WRITTEN#1
